EmployeeId,Department,JobRole,Age,YearsAtCompany,MonthlyIncome,OverTime,WorkLifeBalance,JobSatisfaction,AttritionProbability,RiskLevel,Recommendations
523,Research & Development,Manufacturing Director,54,5,4440,Yes,3,1,60.0,High,Reduce overtime; Address job satisfaction
521,Sales,Sales Representative,36,5,3407,No,3,1,60.0,High,Address job satisfaction
520,Sales,Sales Executive,35,11,4581,Yes,4,4,60.0,High,Reduce overtime; Consider promotion/career development
759,Research & Development,Research Scientist,18,0,1514,No,1,3,60.0,High,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
758,Research & Development,Research Scientist,31,5,2911,No,2,3,60.0,High,Review compensation; Improve work-life balance; Consider promotion/career development
1120,Sales,Sales Representative,25,3,4400,No,3,1,60.0,High,Address job satisfaction
1115,Sales,Sales Executive,46,9,9619,No,3,4,60.0,High,Consider promotion/career development
268,Sales,Sales Executive,31,2,4559,Yes,3,3,60.0,High,Reduce overtime
1109,Research & Development,Research Scientist,28,5,2144,No,2,3,60.0,High,Review compensation; Improve work-life balance
1099,Research & Development,Laboratory Technician,42,5,2576,No,3,1,60.0,High,Review compensation; Address job satisfaction
1098,Sales,Sales Executive,29,3,6931,No,3,4,60.0,High,Monitor regularly
257,Sales,Sales Executive,46,10,10368,Yes,2,4,60.0,High,Reduce overtime; Improve work-life balance
1143,Sales,Sales Executive,27,5,6349,Yes,3,2,60.0,High,Reduce overtime; Address job satisfaction
1134,Research & Development,Healthcare Representative,36,12,8321,Yes,3,1,60.0,High,Reduce overtime; Address job satisfaction; Consider promotion/career development
1122,Research & Development,Research Director,39,4,13464,No,3,3,60.0,High,Monitor regularly
755,Sales,Sales Executive,29,4,4649,No,2,3,60.0,High,Improve work-life balance
754,Research & Development,Manufacturing Director,42,9,4434,No,2,2,60.0,High,Improve work-life balance; Address job satisfaction; Consider promotion/career development
1155,Research & Development,Laboratory Technician,32,2,2743,No,3,2,60.0,High,Review compensation; Address job satisfaction
1153,Research & Development,Research Scientist,29,5,2168,Yes,2,4,60.0,High,Reduce overtime; Review compensation; Improve work-life balance
1148,Sales,Sales Executive,28,8,4779,Yes,3,2,60.0,High,Reduce overtime; Address job satisfaction; Consider promotion/career development
247,Research & Development,Healthcare Representative,44,5,5933,No,2,2,60.0,High,Improve work-life balance; Address job satisfaction
238,Sales,Sales Executive,47,1,4978,No,1,2,60.0,High,Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
263,Research & Development,Healthcare Representative,35,10,4014,Yes,1,4,60.0,High,Reduce overtime; Improve work-life balance
228,Research & Development,Research Scientist,31,10,5003,No,3,1,60.0,High,Address job satisfaction; Consider promotion/career development
1174,Sales,Sales Executive,38,8,5249,No,3,4,60.0,High,Consider promotion/career development
1169,Research & Development,Research Scientist,32,7,2718,No,3,2,60.0,High,Review compensation; Address job satisfaction
564,Sales,Sales Executive,38,9,9924,No,3,2,60.0,High,Address job satisfaction; Consider promotion/career development
557,Research & Development,Healthcare Representative,46,2,10527,No,2,3,60.0,High,Improve work-life balance
552,Sales,Sales Executive,40,1,10932,No,3,1,60.0,High,Address job satisfaction; Enhanced onboarding & mentorship
734,Research & Development,Research Scientist,21,2,2070,Yes,4,2,60.0,High,Reduce overtime; Review compensation; Address job satisfaction
731,Sales,Sales Executive,34,15,4599,Yes,4,2,60.0,High,Reduce overtime; Address job satisfaction; Consider promotion/career development
578,Sales,Sales Executive,30,10,6578,No,3,3,60.0,High,Monitor regularly
1198,Research & Development,Laboratory Technician,42,2,2093,No,3,3,60.0,High,Review compensation
1197,Sales,Sales Representative,27,4,3041,No,3,1,60.0,High,Address job satisfaction
1196,Research & Development,Laboratory Technician,26,2,4364,No,3,4,60.0,High,Monitor regularly
203,Research & Development,Research Scientist,31,6,2356,Yes,3,4,60.0,High,Reduce overtime; Review compensation
1184,Research & Development,Laboratory Technician,35,2,2376,No,4,4,60.0,High,Review compensation
1178,Research & Development,Research Scientist,28,3,2703,Yes,3,3,60.0,High,Reduce overtime; Review compensation
1176,Research & Development,Manufacturing Director,38,7,6261,No,1,4,60.0,High,Improve work-life balance
231,Research & Development,Healthcare Representative,40,5,6513,No,3,4,60.0,High,Monitor regularly
1211,Sales,Sales Representative,21,1,2716,No,3,2,60.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
1208,Sales,Sales Executive,34,6,6274,No,3,4,60.0,High,Monitor regularly
198,Sales,Sales Executive,41,5,4393,No,3,2,60.0,High,Address job satisfaction
189,Research & Development,Research Director,27,9,12808,Yes,3,4,60.0,High,Reduce overtime
186,Research & Development,Research Scientist,36,8,4485,No,3,2,60.0,High,Address job satisfaction; Consider promotion/career development
717,Sales,Sales Executive,39,3,5736,No,3,3,60.0,High,Monitor regularly
592,Research & Development,Healthcare Representative,43,10,7510,No,3,3,60.0,High,Monitor regularly
591,Sales,Sales Representative,31,2,3067,No,3,3,60.0,High,Monitor regularly
1233,Sales,Sales Executive,33,5,7104,No,3,3,60.0,High,Monitor regularly
178,Research & Development,Laboratory Technician,28,4,2207,No,2,3,60.0,High,Review compensation; Improve work-life balance
177,Research & Development,Research Scientist,36,2,2543,No,3,3,60.0,High,Review compensation
174,Sales,Manager,31,5,11557,No,2,4,60.0,High,Improve work-life balance
170,Sales,Sales Executive,42,9,6825,No,3,2,60.0,High,Address job satisfaction; Consider promotion/career development
1218,Research & Development,Manufacturing Director,27,9,7412,No,3,1,60.0,High,Address job satisfaction
1244,Research & Development,Laboratory Technician,34,5,3294,No,2,2,60.0,High,Improve work-life balance; Address job satisfaction
167,Sales,Sales Representative,18,0,1200,No,3,3,60.0,High,Review compensation; Enhanced onboarding & mentorship
1270,Sales,Sales Executive,49,9,5390,No,2,2,60.0,High,Improve work-life balance; Address job satisfaction
1266,Sales,Sales Executive,40,1,9705,No,2,2,60.0,High,Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
1262,Research & Development,Research Scientist,38,3,3944,Yes,3,4,60.0,High,Reduce overtime
1257,Research & Development,Manager,41,7,17181,No,2,1,60.0,High,Improve work-life balance; Address job satisfaction; Consider promotion/career development
150,Research & Development,Research Scientist,43,3,4739,No,3,3,60.0,High,Monitor regularly
146,Sales,Sales Executive,38,8,8686,No,4,4,60.0,High,Monitor regularly
144,Research & Development,Healthcare Representative,55,3,4035,Yes,3,3,60.0,High,Reduce overtime
138,Research & Development,Research Scientist,27,4,2539,No,3,3,60.0,High,Review compensation
669,Sales,Sales Representative,32,4,3931,No,3,2,60.0,High,Address job satisfaction
610,Research & Development,Laboratory Technician,41,7,2778,Yes,2,4,60.0,High,Reduce overtime; Review compensation; Improve work-life balance
608,Sales,Manager,40,21,19833,No,2,2,60.0,High,Improve work-life balance; Address job satisfaction; Consider promotion/career development
1376,Research & Development,Research Scientist,33,13,4508,No,3,3,60.0,High,Monitor regularly
1372,Research & Development,Manufacturing Director,56,6,7260,No,2,4,60.0,High,Improve work-life balance
1368,Sales,Sales Executive,31,13,10793,No,3,4,60.0,High,Consider promotion/career development
87,Sales,Sales Executive,36,6,6652,No,2,4,60.0,High,Improve work-life balance
1308,Research & Development,Research Scientist,28,7,2216,Yes,3,2,60.0,High,Reduce overtime; Review compensation; Address job satisfaction
1295,Research & Development,Research Scientist,26,1,2933,Yes,2,3,60.0,High,Reduce overtime; Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
1289,Research & Development,Healthcare Representative,41,8,6811,Yes,3,3,60.0,High,Reduce overtime
131,Sales,Sales Executive,41,5,8938,No,3,2,60.0,High,Address job satisfaction
106,Research & Development,Laboratory Technician,36,7,2741,No,3,3,60.0,High,Review compensation
1312,Sales,Sales Representative,30,1,1081,No,2,4,60.0,High,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
100,Research & Development,Laboratory Technician,32,3,2314,No,3,4,60.0,High,Review compensation
1335,Research & Development,Laboratory Technician,27,5,2099,No,4,1,60.0,High,Review compensation; Address job satisfaction
604,Sales,Sales Representative,35,3,2572,No,2,4,60.0,High,Review compensation; Improve work-life balance
1418,Research & Development,Healthcare Representative,33,3,7119,No,3,4,60.0,High,Monitor regularly
41,Sales,Sales Representative,50,2,3875,No,3,2,60.0,High,Address job satisfaction
40,Sales,Sales Executive,31,7,6172,Yes,2,3,60.0,High,Reduce overtime; Improve work-life balance; Consider promotion/career development
1409,Sales,Sales Executive,49,5,4507,No,4,4,60.0,High,Monitor regularly
1405,Research & Development,Manufacturing Director,32,14,6162,No,3,3,60.0,High,Consider promotion/career development
1439,Research & Development,Research Scientist,51,1,2723,No,2,4,60.0,High,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
1,Human Resources,Human Resources,38,6,2991,Yes,3,2,60.0,High,Reduce overtime; Review compensation; Address job satisfaction
1464,Sales,Sales Executive,53,14,8381,No,4,1,60.0,High,Address job satisfaction; Consider promotion/career development
4,Sales,Sales Executive,42,20,13525,No,4,2,60.0,High,Address job satisfaction; Consider promotion/career development
1466,Research & Development,Manufacturing Director,38,1,7861,Yes,4,3,60.0,High,Reduce overtime; Enhanced onboarding & mentorship
625,Research & Development,Laboratory Technician,23,5,2647,No,4,4,59.0,Medium,Review compensation
17,Research & Development,Healthcare Representative,39,20,4553,No,3,3,59.0,Medium,Consider promotion/career development
621,Research & Development,Laboratory Technician,36,15,3210,No,3,4,59.0,Medium,Consider promotion/career development
1469,Research & Development,Research Scientist,40,4,3544,No,3,3,59.0,Medium,Monitor regularly
620,Sales,Sales Representative,38,2,2899,No,3,2,59.0,Medium,Review compensation; Address job satisfaction
643,Research & Development,Laboratory Technician,35,2,2660,Yes,3,3,59.0,Medium,Reduce overtime; Review compensation
910,Sales,Sales Executive,40,11,5677,No,3,2,59.0,Medium,Address job satisfaction; Consider promotion/career development
1438,Research & Development,Research Scientist,49,10,5130,No,3,2,59.0,Medium,Address job satisfaction
1462,Research & Development,Research Scientist,44,5,3420,No,2,2,59.0,Medium,Improve work-life balance; Address job satisfaction
1460,Research & Development,Research Director,54,4,13549,No,1,3,59.0,Medium,Improve work-life balance
1428,Research & Development,Healthcare Representative,35,14,4148,No,3,3,59.0,Medium,Monitor regularly
996,Research & Development,Manufacturing Director,52,9,13826,No,3,4,59.0,Medium,Monitor regularly
993,Research & Development,Research Director,40,9,13757,No,3,2,59.0,Medium,Address job satisfaction; Consider promotion/career development
374,Research & Development,Laboratory Technician,36,9,5674,No,3,2,59.0,Medium,Address job satisfaction
648,Research & Development,Laboratory Technician,33,5,3838,No,3,2,59.0,Medium,Address job satisfaction
1407,Sales,Sales Executive,33,6,5368,Yes,3,4,59.0,Medium,Reduce overtime
1406,Human Resources,Human Resources,31,2,6410,No,3,1,59.0,Medium,Address job satisfaction
1404,Research & Development,Healthcare Representative,37,4,4107,No,2,2,59.0,Medium,Improve work-life balance; Address job satisfaction
1403,Research & Development,Laboratory Technician,34,2,2661,No,3,4,59.0,Medium,Review compensation
685,Research & Development,Healthcare Representative,57,3,6755,No,3,3,59.0,Medium,Monitor regularly
679,Sales,Manager,46,13,16606,No,4,2,59.0,Medium,Address job satisfaction; Consider promotion/career development
674,Research & Development,Manufacturing Director,36,3,8847,Yes,3,2,59.0,Medium,Reduce overtime; Address job satisfaction
453,Research & Development,Manufacturing Director,36,3,4374,No,3,3,59.0,Medium,Monitor regularly
452,Research & Development,Research Scientist,34,6,3622,Yes,3,4,59.0,Medium,Reduce overtime
1373,Research & Development,Manufacturing Director,51,1,6132,No,3,3,59.0,Medium,Enhanced onboarding & mentorship
81,Research & Development,Research Scientist,21,1,2693,No,2,4,59.0,Medium,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
77,Research & Development,Manufacturing Director,42,5,5265,No,3,3,59.0,Medium,Monitor regularly
696,Sales,Sales Executive,33,7,6146,No,4,2,59.0,Medium,Address job satisfaction
595,Research & Development,Healthcare Representative,49,3,6651,No,2,3,59.0,Medium,Improve work-life balance
594,Sales,Sales Executive,25,5,4487,Yes,3,4,59.0,Medium,Reduce overtime
589,Research & Development,Laboratory Technician,39,2,2404,Yes,1,1,59.0,Medium,Reduce overtime; Review compensation; Improve work-life balance; Address job satisfaction
665,Research & Development,Research Scientist,29,2,2546,No,4,2,59.0,Medium,Review compensation; Address job satisfaction
611,Sales,Sales Executive,25,4,4950,No,3,4,59.0,Medium,Monitor regularly
663,Research & Development,Laboratory Technician,31,5,3477,No,4,3,59.0,Medium,Monitor regularly
657,Sales,Sales Executive,32,11,5010,No,3,3,59.0,Medium,Consider promotion/career development
649,Research & Development,Healthcare Representative,31,6,6833,Yes,2,1,59.0,Medium,Reduce overtime; Improve work-life balance; Address job satisfaction
362,Sales,Sales Representative,23,0,2322,No,3,1,59.0,Medium,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
360,Research & Development,Laboratory Technician,43,3,2258,No,3,4,59.0,Medium,Review compensation
390,Sales,Sales Representative,38,4,5405,Yes,2,4,59.0,Medium,Reduce overtime; Improve work-life balance
376,Sales,Sales Executive,36,15,5406,No,2,4,59.0,Medium,Improve work-life balance; Consider promotion/career development
963,Research & Development,Laboratory Technician,33,9,2707,No,4,1,59.0,Medium,Review compensation; Address job satisfaction
962,Research & Development,Research Scientist,37,1,3022,No,3,2,59.0,Medium,Address job satisfaction; Enhanced onboarding & mentorship
958,Research & Development,Research Scientist,30,10,2862,No,2,4,59.0,Medium,Review compensation; Improve work-life balance
892,Sales,Manager,48,0,12504,No,1,3,59.0,Medium,Improve work-life balance; Enhanced onboarding & mentorship
1044,Research & Development,Healthcare Representative,39,7,9991,No,3,1,59.0,Medium,Address job satisfaction
1039,Sales,Sales Executive,35,5,4859,No,3,3,59.0,Medium,Monitor regularly
1034,Sales,Sales Executive,34,8,8628,No,2,3,59.0,Medium,Improve work-life balance
342,Human Resources,Human Resources,41,3,6430,No,3,2,59.0,Medium,Address job satisfaction
1351,Research & Development,Research Scientist,32,8,4998,Yes,3,3,59.0,Medium,Reduce overtime
1337,Research & Development,Manufacturing Director,34,11,5957,No,3,1,59.0,Medium,Address job satisfaction; Consider promotion/career development
103,Research & Development,Research Scientist,55,4,3537,No,3,2,59.0,Medium,Address job satisfaction
1327,Human Resources,Human Resources,36,5,2143,No,3,2,59.0,Medium,Review compensation; Address job satisfaction
70,Sales,Sales Representative,27,9,3540,No,3,3,59.0,Medium,Consider promotion/career development
59,Research & Development,Research Scientist,34,7,2768,No,3,3,59.0,Medium,Review compensation; Consider promotion/career development
331,Research & Development,Healthcare Representative,40,22,13503,No,2,2,59.0,Medium,Improve work-life balance; Address job satisfaction; Consider promotion/career development
1027,Research & Development,Research Director,49,5,19161,No,3,4,59.0,Medium,Consider promotion/career development
1002,Research & Development,Healthcare Representative,29,8,4335,No,2,3,59.0,Medium,Improve work-life balance
359,Research & Development,Laboratory Technician,37,6,3500,No,1,3,59.0,Medium,Improve work-life balance
465,Research & Development,Manufacturing Director,37,10,4213,No,1,1,59.0,Medium,Improve work-life balance; Address job satisfaction
865,Sales,Sales Representative,23,3,2275,Yes,3,4,59.0,Medium,Reduce overtime; Review compensation
353,Sales,Sales Executive,40,12,10855,No,2,4,59.0,Medium,Improve work-life balance
837,Sales,Sales Executive,31,3,9637,No,3,1,59.0,Medium,Address job satisfaction
119,Sales,Sales Executive,37,9,8834,No,3,2,59.0,Medium,Address job satisfaction; Consider promotion/career development
116,Research & Development,Laboratory Technician,39,9,6472,Yes,3,4,59.0,Medium,Reduce overtime; Consider promotion/career development
113,Research & Development,Laboratory Technician,33,5,2436,Yes,1,4,59.0,Medium,Reduce overtime; Review compensation; Improve work-life balance
111,Research & Development,Research Scientist,27,7,2279,No,2,2,59.0,Medium,Review compensation; Improve work-life balance; Address job satisfaction
574,Research & Development,Laboratory Technician,29,11,3812,No,4,4,59.0,Medium,Monitor regularly
1313,Sales,Sales Representative,21,3,2610,No,2,4,59.0,Medium,Review compensation; Improve work-life balance
1367,Research & Development,Research Scientist,34,2,5484,No,2,4,59.0,Medium,Improve work-life balance
1352,Research & Development,Research Scientist,21,2,3117,No,3,4,59.0,Medium,Monitor regularly
324,Sales,Sales Representative,26,4,2966,No,3,3,59.0,Medium,Review compensation
323,Sales,Sales Executive,37,10,7642,Yes,3,2,59.0,Medium,Reduce overtime; Address job satisfaction
320,Research & Development,Manufacturing Director,54,10,10739,No,3,3,59.0,Medium,Monitor regularly
478,Sales,Sales Executive,35,13,10306,No,3,1,59.0,Medium,Address job satisfaction; Consider promotion/career development
1058,Sales,Sales Executive,27,5,4478,Yes,3,3,59.0,Medium,Reduce overtime
1052,Sales,Sales Representative,20,2,2678,No,3,4,59.0,Medium,Review compensation
830,Research & Development,Laboratory Technician,26,3,2373,Yes,3,2,59.0,Medium,Reduce overtime; Review compensation; Address job satisfaction
828,Sales,Sales Executive,35,13,10377,Yes,2,4,59.0,Medium,Reduce overtime; Improve work-life balance; Consider promotion/career development
1284,Research & Development,Healthcare Representative,40,2,4069,Yes,3,4,59.0,Medium,Reduce overtime
1279,Research & Development,Manufacturing Director,46,8,10845,No,3,3,59.0,Medium,Monitor regularly
1274,Research & Development,Research Director,50,32,14411,Yes,3,4,59.0,Medium,Reduce overtime; Consider promotion/career development
1261,Sales,Sales Executive,27,6,5769,Yes,3,4,59.0,Medium,Reduce overtime; Consider promotion/career development
540,Research & Development,Manufacturing Director,30,8,4695,Yes,3,3,59.0,Medium,Reduce overtime
718,Sales,Sales Executive,31,10,9852,Yes,2,3,59.0,Medium,Reduce overtime; Improve work-life balance; Consider promotion/career development
707,Human Resources,Human Resources,25,2,2187,No,3,2,59.0,Medium,Review compensation; Address job satisfaction
706,Sales,Sales Executive,45,5,4850,No,3,3,59.0,Medium,Monitor regularly
1321,Human Resources,Human Resources,46,4,5021,Yes,3,2,59.0,Medium,Reduce overtime; Address job satisfaction
165,Sales,Sales Executive,55,9,5160,No,2,4,59.0,Medium,Improve work-life balance; Consider promotion/career development
157,Research & Development,Healthcare Representative,56,13,6306,No,2,3,59.0,Medium,Improve work-life balance
156,Research & Development,Laboratory Technician,37,5,3452,No,3,1,59.0,Medium,Address job satisfaction
1232,Sales,Sales Executive,47,7,4537,Yes,3,4,59.0,Medium,Reduce overtime; Consider promotion/career development
768,Research & Development,Healthcare Representative,40,7,4448,No,3,1,59.0,Medium,Address job satisfaction; Consider promotion/career development
749,Research & Development,Research Scientist,28,2,4382,No,2,3,59.0,Medium,Improve work-life balance
135,Research & Development,Research Scientist,28,5,3201,No,1,2,59.0,Medium,Improve work-life balance; Address job satisfaction
127,Research & Development,Healthcare Representative,35,4,9884,Yes,3,1,59.0,Medium,Reduce overtime; Address job satisfaction
1085,Research & Development,Laboratory Technician,40,1,3448,No,3,3,59.0,Medium,Enhanced onboarding & mentorship
307,Research & Development,Research Scientist,33,3,2799,Yes,3,1,59.0,Medium,Reduce overtime; Review compensation; Address job satisfaction
1079,Sales,Sales Executive,28,4,4908,No,3,4,59.0,Medium,Monitor regularly
851,Research & Development,Laboratory Technician,35,2,4014,Yes,3,1,59.0,Medium,Reduce overtime; Address job satisfaction
850,Research & Development,Research Scientist,38,1,3057,Yes,1,3,59.0,Medium,Reduce overtime; Improve work-life balance; Enhanced onboarding & mentorship
843,Research & Development,Laboratory Technician,45,9,3633,Yes,3,1,59.0,Medium,Reduce overtime; Address job satisfaction
1135,Research & Development,Healthcare Representative,44,10,7978,No,3,4,59.0,Medium,Monitor regularly
1114,Research & Development,Manufacturing Director,27,2,4298,No,3,1,59.0,Medium,Address job satisfaction
180,Sales,Sales Representative,35,2,2014,No,3,4,59.0,Medium,Review compensation
191,Research & Development,Research Director,38,11,11510,Yes,3,4,59.0,Medium,Reduce overtime
1206,Sales,Sales Executive,42,6,5155,No,4,1,59.0,Medium,Address job satisfaction
1194,Sales,Sales Executive,36,10,9980,No,2,4,59.0,Medium,Improve work-life balance; Consider promotion/career development
1193,Sales,Sales Executive,32,13,5484,No,2,3,59.0,Medium,Improve work-life balance; Consider promotion/career development
740,Sales,Sales Executive,26,8,5296,No,3,3,59.0,Medium,Consider promotion/career development
147,Sales,Sales Executive,32,5,4403,No,2,4,59.0,Medium,Improve work-life balance
143,Research & Development,Manufacturing Director,37,14,6474,No,2,4,59.0,Medium,Improve work-life balance
1248,Research & Development,Research Scientist,29,1,2109,No,3,1,59.0,Medium,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
1246,Research & Development,Manufacturing Director,35,7,5762,No,3,4,59.0,Medium,Monitor regularly
1104,Research & Development,Laboratory Technician,22,1,2398,Yes,3,1,59.0,Medium,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
292,Sales,Sales Representative,50,3,2683,Yes,3,3,59.0,Medium,Reduce overtime; Review compensation
290,Human Resources,Human Resources,37,3,2073,Yes,3,1,59.0,Medium,Reduce overtime; Review compensation; Address job satisfaction
280,Sales,Sales Executive,38,5,5666,Yes,3,4,59.0,Medium,Reduce overtime
1093,Sales,Sales Executive,30,4,9250,No,3,2,59.0,Medium,Address job satisfaction
1092,Research & Development,Research Scientist,26,4,3904,No,3,4,59.0,Medium,Monitor regularly
1165,Sales,Sales Executive,35,10,5204,Yes,3,4,59.0,Medium,Reduce overtime
1162,Research & Development,Laboratory Technician,42,9,2593,Yes,3,1,59.0,Medium,Reduce overtime; Review compensation; Address job satisfaction; Consider promotion/career development
1160,Sales,Sales Executive,27,8,6214,No,3,2,59.0,Medium,Address job satisfaction
1152,Research & Development,Research Scientist,32,4,2432,Yes,3,3,59.0,Medium,Reduce overtime; Review compensation
212,Sales,Sales Executive,26,5,4684,No,3,4,59.0,Medium,Monitor regularly
1190,Research & Development,Laboratory Technician,31,10,4197,No,3,3,59.0,Medium,Monitor regularly
225,Sales,Sales Representative,53,7,2306,Yes,1,3,59.0,Medium,Reduce overtime; Review compensation; Improve work-life balance; Consider promotion/career development
513,Research & Development,Manager,39,21,19197,Yes,3,3,59.0,Medium,Reduce overtime
504,Research & Development,Research Scientist,28,1,1563,No,1,3,59.0,Medium,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
551,Sales,Sales Executive,31,9,6932,No,2,3,59.0,Medium,Improve work-life balance
547,Research & Development,Healthcare Representative,36,7,7094,No,3,3,59.0,Medium,Monitor regularly
1228,Research & Development,Manufacturing Director,46,6,7379,No,2,4,59.0,Medium,Improve work-life balance
183,Research & Development,Research Scientist,27,6,3445,No,2,4,59.0,Medium,Improve work-life balance
181,Research & Development,Manufacturing Director,59,9,10512,No,2,4,59.0,Medium,Improve work-life balance; Consider promotion/career development
244,Sales,Sales Executive,28,7,5253,No,3,4,59.0,Medium,Monitor regularly
232,Research & Development,Research Scientist,32,7,5878,No,3,2,59.0,Medium,Address job satisfaction
261,Sales,Sales Executive,29,5,5869,No,3,3,59.0,Medium,Monitor regularly
1138,Research & Development,Research Scientist,56,3,2066,No,4,1,59.0,Medium,Review compensation; Address job satisfaction
501,Research & Development,Healthcare Representative,49,5,10965,No,3,3,59.0,Medium,Monitor regularly
490,Research & Development,Research Scientist,41,1,2107,No,1,1,59.0,Medium,Review compensation; Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
796,Research & Development,Research Director,34,12,11994,No,3,2,59.0,Medium,Address job satisfaction
1137,Research & Development,Research Scientist,34,10,2691,No,2,4,59.0,Medium,Review compensation; Improve work-life balance; Consider promotion/career development
213,Research & Development,Research Scientist,35,3,2194,No,2,1,59.0,Medium,Review compensation; Improve work-life balance; Address job satisfaction
636,Human Resources,Human Resources,28,3,2706,No,3,4,59.0,Medium,Review compensation
635,Research & Development,Manufacturing Director,31,11,7143,Yes,2,4,59.0,Medium,Reduce overtime; Improve work-life balance; Consider promotion/career development
1425,Human Resources,Manager,40,21,16437,Yes,3,4,59.0,Medium,Reduce overtime; Consider promotion/career development
1421,Research & Development,Laboratory Technician,45,9,4447,No,2,2,59.0,Medium,Improve work-life balance; Address job satisfaction
47,Sales,Sales Executive,38,10,5343,No,3,4,59.0,Medium,Monitor regularly
45,Research & Development,Laboratory Technician,26,1,2377,No,2,3,59.0,Medium,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
668,Sales,Sales Executive,24,2,4577,No,3,3,59.0,Medium,Monitor regularly
433,Research & Development,Research Scientist,34,6,4381,No,3,1,59.0,Medium,Address job satisfaction
428,Research & Development,Laboratory Technician,29,5,2974,No,3,3,59.0,Medium,Review compensation
426,Sales,Sales Executive,35,11,4717,No,3,3,59.0,Medium,Consider promotion/career development
417,Sales,Sales Executive,41,6,5993,Yes,1,4,59.0,Medium,Reduce overtime; Improve work-life balance
915,Research & Development,Research Scientist,56,2,4257,Yes,3,1,59.0,Medium,Reduce overtime; Address job satisfaction
952,Research & Development,Healthcare Representative,58,5,5660,Yes,3,3,59.0,Medium,Reduce overtime
404,Research & Development,Laboratory Technician,44,3,2362,No,4,1,59.0,Medium,Review compensation; Address job satisfaction
394,Research & Development,Research Scientist,35,3,3506,Yes,3,3,59.0,Medium,Reduce overtime
938,Research & Development,Research Scientist,33,3,3452,No,3,4,59.0,Medium,Monitor regularly
925,Research & Development,Manufacturing Director,46,9,8578,No,2,4,59.0,Medium,Improve work-life balance; Consider promotion/career development
438,Research & Development,Research Scientist,38,2,2684,No,2,3,59.0,Medium,Review compensation; Improve work-life balance
437,Research & Development,Healthcare Representative,35,10,5689,Yes,4,3,59.0,Medium,Reduce overtime
35,Research & Development,Research Scientist,31,2,2695,Yes,1,4,59.0,Medium,Reduce overtime; Review compensation; Improve work-life balance
36,Sales,Sales Executive,36,1,6653,No,3,4,59.0,Medium,Enhanced onboarding & mentorship
29,Human Resources,Human Resources,59,2,2267,No,2,3,57.99999999999999,Medium,Review compensation; Improve work-life balance
25,Research & Development,Research Scientist,24,2,2293,Yes,2,4,57.99999999999999,Medium,Reduce overtime; Review compensation; Improve work-life balance
24,Sales,Sales Executive,32,13,5228,Yes,3,2,57.99999999999999,Medium,Reduce overtime; Address job satisfaction; Consider promotion/career development
434,Research & Development,Laboratory Technician,26,7,3578,No,3,1,57.99999999999999,Medium,Address job satisfaction
926,Research & Development,Research Scientist,34,1,4505,No,3,2,57.99999999999999,Medium,Address job satisfaction; Enhanced onboarding & mentorship
940,Research & Development,Manufacturing Director,29,10,5056,Yes,2,4,57.99999999999999,Medium,Reduce overtime; Improve work-life balance
941,Research & Development,Laboratory Technician,50,3,3690,No,2,3,57.99999999999999,Medium,Improve work-life balance
1413,Research & Development,Manufacturing Director,39,5,5295,No,3,2,57.99999999999999,Medium,Address job satisfaction
53,Research & Development,Manufacturing Director,34,9,4724,No,3,4,57.99999999999999,Medium,Consider promotion/career development
633,Research & Development,Laboratory Technician,22,2,2523,No,3,4,57.99999999999999,Medium,Review compensation
37,Research & Development,Manufacturing Director,32,9,6162,Yes,3,4,57.99999999999999,Medium,Reduce overtime; Consider promotion/career development
527,Research & Development,Laboratory Technician,36,1,4834,No,2,3,57.99999999999999,Medium,Improve work-life balance; Enhanced onboarding & mentorship
532,Research & Development,Research Director,58,31,19246,Yes,3,2,57.99999999999999,Medium,Reduce overtime; Address job satisfaction; Consider promotion/career development
534,Research & Development,Research Director,40,20,19626,No,4,3,57.99999999999999,Medium,Consider promotion/career development
780,Sales,Sales Representative,19,1,2121,Yes,4,2,57.99999999999999,Medium,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
1142,Sales,Manager,46,12,17465,No,3,3,57.99999999999999,Medium,Consider promotion/career development
258,Sales,Sales Executive,40,6,6380,Yes,3,3,57.99999999999999,Medium,Reduce overtime
236,Human Resources,Human Resources,28,5,4936,No,3,4,57.99999999999999,Medium,Monitor regularly
787,Sales,Sales Executive,39,15,5902,No,4,3,57.99999999999999,Medium,Consider promotion/career development
508,Research & Development,Research Scientist,22,2,2773,No,3,3,57.99999999999999,Medium,Review compensation
